Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-00150,ST-AI-003-01-02,VND-0047,HCLTech,Leader,Everest Group,1,Established,1976,HIGH,2025-01,Analyst,"MLOps and pipeline monitoring, advanced analytics",,,
SVM-00151,ST-AI-003-01-02,VND-0008,Wipro,Leader,Everest Group,1,Established,1945,HIGH,2025-01,Analyst,"DevSecOps pipelines, Apex platform, 50-75% improvement",,,
SVM-00152,ST-AI-003-01-02,VND-0216,Slalom,,,,Established,2001,LOW,2025-01,Manual,"Cloud-native MLOps, AWS/GCP/Azure partnerships",,,
SVM-00153,ST-AI-003-01-02,VND-0167,Thoughtworks,,,,Established,1993,LOW,2025-01,Manual,"MLOps/LLMOps, open-source contributions (MLflow, Feast)",,,
SVM-00154,ST-AI-003-01-02,VND-1130,N-iX,,,,Established,2002,LOW,2025-01,Manual,"MLOps-as-a-service, 24/7 operations, 200+ AI professionals",,,
SVM-00155,ST-AI-003-01-02,VND-0905,Inoxoft,,,,Established,2014,LOW,2025-01,Manual,"75% faster deployments, vendor-neutral guidance",,,
SVM-00156,ST-AI-003-01-02,VND-0262,Addepto,,,,Established,2017,LOW,2025-01,Manual,"Regulated industries, Databricks expertise, 375% revenue growth",,,
SVM-00157,ST-AI-003-01-02,VND-0589,DataRoot Labs,,,,Established,2016,LOW,2025-01,Manual,"Full ML lifecycle, 90% accuracy, Forbes top 10 AI consulting",,,
SVM-00158,ST-AI-003-01-02,VND-0331,Arize AI,,,,Emerging,2019,LOW,2025-01,Manual,"AI observability, ML monitoring for production, $131M Series C",,,
SVM-00299,ST-AI-002-01-01,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,Everest DAL Solutions Leader; Ground Truth Studio and Fine-Tune Studio support RLHF preference ranking and reward model data for LLMs in \>100 languages.,,,
SVM-00300,ST-AI-002-01-01,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Everest DAL Leader; offers RLHF data (prompt–response, pairwise rankings) and model evaluation for LLMs via its AI Data & RLHF platform.",,,
SVM-00301,ST-AI-002-01-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Everest DAL Major Contender; Ango Hub plus RLHF services provide expert ranking of model outputs, custom reward model data, and continuous alignment pipelines.",,,
SVM-00302,ST-AI-002-01-01,VND-1405,Scale AI,Niche / Cool Vendor (Gartner Cool Vendor & Hype Cycle for Data‑centric AI),Gartner,3,Established,2016,HIGH,2025-01,Analyst,"Gartner‑recognized data‑centric AI vendor; Scale Generative AI Data Engine powers RLHF, preference ranking, model evaluation and safety for frontier LLMs.",,,
SVM-00303,ST-AI-002-01-01,VND-0504,CloudFactory,Major Contender,Everest,2,Established,2010,HIGH,2025-01,Analyst,Everest DAL Major Contender; markets RLHF services where expert raters compare and rank LLM outputs to align enterprise models with human values.,,,
SVM-00304,ST-AI-002-01-01,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,"RLHF‑first data company specializing in high‑quality preference ranking datasets for reward models; used by Anthropic, OpenAI, Google and other frontier labs.",,,
SVM-00305,ST-AI-002-01-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Multimodal data platform with RLHF workflows for ranking LLM and VLM outputs (text, image, video) using expert labelers and evaluation pipelines.",,,
SVM-00306,ST-AI-002-01-01,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"UK / West Africa‑based AI data firm focused on high‑skill annotation and LLM preference ranking with trained annotators across geospatial, medical and financial domains.",,,
SVM-00307,ST-AI-002-01-02,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Builds high‑quality human‑written prompt–response datasets and domain corpora for SFT of LLMs (Fine-Tune Studio, Experts Engine) across sectors and languages.",,,
SVM-00308,ST-AI-002-01-02,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Provides supervised fine‑tuning datasets (instruction following, summarization, classification) as part of its AI Training Data and LLM & Generative AI workflows.",,,
SVM-00309,ST-AI-002-01-02,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"Offers supervised data creation for NLP, RAG and generative AI, including domain‑specific SFT datasets and audits to improve instruction‑following.",,,
SVM-00310,ST-AI-002-01-02,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,"Everest DAL Major Contender delivering curated SFT datasets for CV, NLP and document AI with strong focus on ethical sourcing and quality.",,,
SVM-00311,ST-AI-002-01-02,VND-0473,Centific,Leader,Everest / AIM,1,Established,2022,HIGH,2025-01,Analyst,Everest DAL Leader and AIM “Top Generative AI Service Provider”; provides end‑to‑end dataset engineering and SFT data for GenAI across industries.,,,
SVM-00312,ST-AI-002-01-02,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,Generates high‑quality human‑written demonstrations and complex task datasets used as SFT stages for leading LLMs before RLHF.,,,
SVM-00313,ST-AI-002-01-02,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Supports SFT dataset creation across text, documents, video, 3D and medical DICOM; active‑learning workflows prioritize impactful data for fine‑tuning models.",,,
SVM-00314,ST-AI-002-01-02,VND-0591,DataVLab,,,,Emerging,2019,LOW,2025-01,Manual,Europe‑based annotation provider offering high‑quality image and text datasets and increasingly LLM SFT corpora with custom workflows.,,,
SVM-00315,ST-AI-002-01-03,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Experts Engine and Fine-Tune Studio support preference datasets (pairwise comparisons, scored outputs) usable for DPO training as well as RLHF.",,,
SVM-00316,ST-AI-002-01-03,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Provides human preference labels, rankings and rating scales tailored to DPO and other preference‑based post‑training methods for LLMs.",,,
SVM-00317,ST-AI-002-01-03,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,"RLHF services include expert comparison, scoring and critique of LLM outputs; workflows are explicitly marketed for RLHF and DPO pipelines.",,,
SVM-00318,ST-AI-002-01-03,VND-1405,Scale AI,Niche / Cool Vendor,Gartner,3,Established,2016,HIGH,2025-01,Analyst,"Scale’s RLHF offering and research on reward models (e.g., Text2SQL RLHF experiments) naturally generate preference data suitable for DPO training.",,,
SVM-00319,ST-AI-002-01-03,VND-0504,CloudFactory,Major Contender,Everest,2,Established,2010,HIGH,2025-01,Analyst,"Promotes RLHF programs where trained workers compare, rank and critique outputs for safe, aligned LLMs, feeding both RLHF and DPO style pipelines.",,,
SVM-00320,ST-AI-002-01-03,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,"Deep focus on high‑signal preference datasets (pairwise rankings, rubrics) that are often used with DPO in frontier LLM training.",,,
SVM-00321,ST-AI-002-01-03,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"RLHF and evaluation flows capture structured preferences (rankings, win‑rates) over multimodal outputs, feeding DPO training for LLMs and VLMs.",,,
SVM-00322,ST-AI-002-01-03,VND-0370,Aya Data,,,,Emerging,2021,LOW,2025-01,Manual,"Provides domain‑specific preference and safety annotations (e.g., medical, agriculture, geospatial) that can be used as DPO supervision signals.",,,
SVM-00339,ST-AI-002-01-04,VND-1405,Scale AI,Niche / Cool Vendor,Gartner,3,Established,2016,HIGH,2025-01,Analyst,"Provides code‑oriented RLHF and evaluation pipelines (e.g., Text2SQL reward modeling) combining execution‑based checks and LLM judgments to grade and rank code outputs.",,,
SVM-00340,ST-AI-002-01-04,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,"Uses domain experts (incl. software engineers) for complex annotation and evaluation, including ranking/modeling of code and SQL outputs for enterprise clients.",,,
SVM-00341,ST-AI-002-01-04,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,"Provides technical evaluation and RLHF workflows for code assistants and developer tools, leveraging its large skilled workforce and evaluation frameworks.",,,
SVM-00342,ST-AI-002-01-04,VND-0001,Accenture,Leader & Star Performer (AI & Generative AI Services),Everest,1,Established,1989,HIGH,2025-01,Analyst,"Implements and evaluates code‑generation copilots and LLM‑based SDLC automation for enterprises, with formal testing and evaluation practices.",,,
SVM-00343,ST-AI-002-01-04,VND-0003,TCS,Leader (ISG Intelligent Automation Services) & Major AI/analytics provider,ISG,1,Established,1968,HIGH,2025-01,Analyst,"Large GSI with strong AI & automation practices, including evaluation of code assistants and domain‑specific code generation as part of intelligent automation projects.",,,
SVM-00344,ST-AI-002-01-04,VND-1510,Surge AI,,,,Emerging,2020,LOW,2025-01,Manual,"Known for powering Claude Code and other code‑focused LLMs by supplying expert programmers who evaluate, rank and critique generated code.",,,
SVM-00345,ST-AI-002-01-04,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,"Data‑centric evaluation platform that can run code tasks, capture pass/fail and qualitative assessments, and route hard cases to expert reviewers for RLHF.",,,
SVM-00346,ST-AI-002-01-04,VND-0865,Humanloop,,,,Emerging,2019,LOW,2025-01,Manual,Enterprise LLM eval platform; supports automatic and human evaluations (including code‑based tests) integrated into CI/CD to prevent regressions.,,,
SVM-00578,ST-AI-001-01-02,VND-1405,Scale AI,Leader,IDC,1,Established,2016,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Full-stack Data Engine; GenAI/LLM data standard,,,
SVM-00591,ST-AI-001-01-02,VND-0317,Appen,Leader,Everest,1,Established,1996,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; 1M+ crowd; large-scale collection and multilingual,,,
SVM-00602,ST-AI-001-01-02,VND-1527,TELUS International,Leader,Everest,1,Established,2005,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Enterprise security; content moderation at scale,,,
SVM-00614,ST-AI-001-01-01,VND-0988,Labelbox,Leader,IDC,1,Established,2018,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Platform + Labelbox Boost services; data curation,,,
SVM-00627,ST-AI-001-01-01,VND-1750,iMerit,Major Contender,Everest,2,Established,2012,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Vertical expertise (medical/auto); 100% FTE model,,,
SVM-00640,ST-AI-001-01-01,VND-1398,Sama,Major Contender,Everest,2,Established,2008,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Ethical impact sourcing; high-precision CV annotation,,,
SVM-00648,ST-AI-001-01-01,VND-0504,CloudFactory,Major Contender,Everest,2,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Managed workforce; document processing strength,,,
SVM-00649,ST-AI-001-01-02,VND-0504,CloudFactory,Major Contender,Everest,2,Established,2010,HIGH,2025-01,Analyst,Cross-mapped from annotation matrix; Managed workforce; document processing strength,,,
SVM-00661,ST-AI-001-01-01,VND-0680,Encord,,,,Emerging,2020,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Active learning platform; video and medical annotation,,,
SVM-00671,ST-AI-001-01-01,VND-1507,SuperAnnotate,,,,Emerging,2018,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Pixel-perfect segmentation; GenAI fine-tuning,,,
SVM-00672,ST-AI-001-01-02,VND-1507,SuperAnnotate,,,,Emerging,2018,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Pixel-perfect segmentation; GenAI fine-tuning,,,
SVM-00682,ST-AI-001-01-01,VND-1624,V7 Labs,,,,Emerging,2018,LOW,2025-01,Manual,Cross-mapped from annotation matrix; V7 Go automation; complex visual tasks,,,
SVM-00683,ST-AI-001-01-02,VND-1624,V7 Labs,,,,Emerging,2018,LOW,2025-01,Manual,Cross-mapped from annotation matrix; V7 Go automation; complex visual tasks,,,
SVM-00694,ST-AI-001-01-01,VND-1418,Segments.ai,,,,Emerging,2020,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Robotics/AV specialist; multi-sensor fusion,,,
SVM-00700,ST-AI-001-01-01,VND-1020,Lightly AI,,,,Emerging,2020,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Data curation and active learning; reduces labeling volume,,,
SVM-00701,ST-AI-001-01-02,VND-1020,Lightly AI,,,,Emerging,2020,LOW,2025-01,Manual,Cross-mapped from annotation matrix; Data curation and active learning; reduces labeling volume,,,
SVM-00710,ST-IT-001-01-01,VND-0059,Deloitte,Leader,Gartner 2025,1,Established,1845,HIGH,2025-01,Analyst,"4th consecutive year as Leader; strong SDLC platforms (Ascend, AI Assist)",,,
SVM-00711,ST-IT-001-01-01,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,Comprehensive transformation with AI-augmented development capabilities,,,
SVM-00712,ST-IT-001-01-01,VND-0004,Capgemini,Leader,Gartner 2025,1,Established,1967,HIGH,2025-01,Analyst,Strong cloud frameworks and vertical solutions,,,
SVM-00713,ST-IT-001-01-01,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,Large-scale delivery with ignio™ AI automation,,,
SVM-00714,ST-IT-001-01-01,VND-0009,Cognizant,Leader,Everest 2024,1,Established,1994,HIGH,2025-01,Analyst,"Agile cloud-native engineering, rapid delivery",,,
SVM-00715,ST-IT-001-01-01,VND-0010,Infosys,Leader,Everest 2024,1,Established,1981,HIGH,2025-01,Analyst,"Cloud transformation, hybrid cloud capabilities",,,
SVM-00716,ST-IT-001-01-01,VND-0005,IBM,Leader,Everest 2025,1,Established,1911,HIGH,2025-01,Analyst,Hybrid cloud leadership with OpenShift integration,,,
SVM-00717,ST-IT-001-01-01,VND-0008,Wipro,Leader,Everest 2024,1,Established,1980,HIGH,2025-01,Analyst,Cloud-native modernization and advanced QA,,,
SVM-00718,ST-IT-001-01-01,VND-0047,HCLTech,Leader,Everest 2024,1,Established,1999,HIGH,2025-01,Analyst,Enterprise infrastructure \+ application services,,,
SVM-00719,ST-IT-001-01-01,VND-0048,NTT DATA,Leader,Everest 2025,1,Established,1987,HIGH,2025-01,Analyst,"Digital transformation delivery, global infrastructure",,,
SVM-00720,ST-IT-001-01-01,VND-0053,Persistent Systems,Major Contender,ISG 2024,2,Established,1990,HIGH,2025-01,Analyst,Next-Gen ADM with high automation maturity,,,
SVM-00721,ST-IT-001-01-01,VND-0641,EPAM Systems,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,"Pure-play software engineering, custom development",,,
SVM-00722,ST-IT-001-01-01,VND-0167,Thoughtworks,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,"Agile thought leadership, platform engineering focus",,,
SVM-00723,ST-IT-001-01-01,VND-0169,Softserve,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,"Agile-first approach, nearshore delivery strength",,,
SVM-00724,ST-IT-001-01-01,VND-1460,Softlabs Group,Challenger,Industry 2025,3,Emerging,2003,HIGH,2025-01,Analyst,"AI-powered legacy modernization, cost advantage",,,
SVM-00725,ST-IT-001-01-01,VND-0314,Apexon,Contender,Everest 2024,3,Established,2000,HIGH,2025-01,Analyst,"Niche player in custom development, IoT specialization",,,
SVM-00726,ST-IT-001-01-02,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,"End-to-end mobile strategy, cross-platform expertise",,,
SVM-00727,ST-IT-001-01-02,VND-0004,Capgemini,Leader,Gartner 2024,1,Established,1967,HIGH,2025-01,Analyst,"Mobile-first digital services, omnichannel",,,
SVM-00728,ST-IT-001-01-02,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,"Large-scale mobile delivery, iOS/Android",,,
SVM-00729,ST-IT-001-01-02,VND-0009,Cognizant,Leader,Everest 2024,1,Established,1994,HIGH,2025-01,Analyst,"Rapid mobile development, cloud-native platforms",,,
SVM-00730,ST-IT-001-01-02,VND-0008,Wipro,Leader,Everest 2024,1,Established,1980,HIGH,2025-01,Analyst,"Mobile QA expertise, cross-platform development",,,
SVM-00731,ST-IT-001-01-02,VND-0641,EPAM Systems,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,"Mobile \+ automation testing, scale-up services",,,
SVM-00732,ST-IT-001-01-02,VND-0169,Softserve,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,"Mobile development focus, nearshore delivery",,,
SVM-00733,ST-IT-001-01-02,VND-0053,Persistent Systems,Major Contender,Industry 2024,2,Established,1990,HIGH,2025-01,Analyst,"Agile mobile development, DevOps-first",,,
SVM-00734,ST-IT-001-01-02,VND-0891,Imaginary Cloud,Major Contender,Industry 2024,2,Established,2010,HIGH,2025-01,Analyst,"Design thinking \+ mobile, digital transformation",,,
SVM-00735,ST-IT-001-01-02,VND-0402,BitCan,Emerging,Industry 2024,3,Emerging,2020,MEDIUM,2025-01,Analyst,"Mobile app development, nearshore Latin America",,,
SVM-00736,ST-IT-001-01-03,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,"API-first architecture, integration platforms",,,
SVM-00737,ST-IT-001-01-03,VND-0004,Capgemini,Leader,Everest 2024,1,Established,1967,HIGH,2025-01,Analyst,"API modernization, integration expertise",,,
SVM-00738,ST-IT-001-01-03,VND-0003,TCS,Leader,Everest 2024,1,Established,1974,HIGH,2025-01,Analyst,"Large-scale API delivery, middleware expertise",,,
SVM-00739,ST-IT-001-01-03,VND-0010,Infosys,Major Contender,Everest 2024,2,Established,1981,HIGH,2025-01,Analyst,"API development, integration services",,,
SVM-00740,ST-IT-001-01-03,VND-0641,EPAM Systems,Major Contender,Everest 2024,2,Established,1993,HIGH,2025-01,Analyst,API development specialization,,,
SVM-00741,ST-IT-001-01-03,VND-1126,MuleSoft,Leader,Industry 2024,1,Established,2006,HIGH,2025-01,Analyst,API platform \+ integration services provider,,,
SVM-00742,ST-IT-001-01-03,VND-1511,Swagger/OpenAPI Community,Cool Vendor,Industry 2024,3,Emerging,2011,HIGH,2025-01,Analyst,"Open API framework, development tooling",,,
SVM-00743,ST-IT-001-01-04,VND-0059,Deloitte,Leader,Industry 2024,1,Established,1845,HIGH,2025-01,Analyst,"UX strategy, design thinking consulting",,,
SVM-00744,ST-IT-001-01-04,VND-0001,Accenture,Leader,Industry 2024,1,Established,1989,HIGH,2025-01,Analyst,"Interactive design, user experience transformation",,,
SVM-00745,ST-IT-001-01-04,VND-0004,Capgemini,Major Contender,Industry 2024,2,Established,1967,HIGH,2025-01,Analyst,"Digital design services, UX modernization",,,
SVM-00746,ST-IT-001-01-04,VND-0876,IDEO,Leader,Industry 2024,1,Established,1978,HIGH,2025-01,Analyst,"Design thinking pioneer, innovation consulting",,,
SVM-00747,ST-IT-001-01-04,VND-0863,Huge,Leader,Industry 2024,1,Established,1999,HIGH,2025-01,Analyst,"Global design agency, 1200+ team",,,
SVM-00748,ST-IT-001-01-04,VND-1710,Work & Co,Leader,Industry 2024,1,Established,2013,HIGH,2025-01,Analyst,"UX/UI design, collaborative design approach",,,
SVM-00749,ST-IT-001-01-04,VND-0499,Clay,Major Contender,Industry 2026,2,Established,2015,HIGH,2025-01,Analyst,Award-winning UX design for crypto/fintech,,,
SVM-00750,ST-IT-001-01-04,VND-1323,Red Antler,Major Contender,Industry 2026,2,Established,2007,HIGH,2025-01,Analyst,"Brooklyn design agency, 120+ team",,,
SVM-00751,ST-IT-001-01-04,VND-0381,Bakken & Baeck,Major Contender,Industry 2024,2,Established,2011,HIGH,2025-01,Analyst,"Oslo design studio, beauty \+ functionality",,,
SVM-00752,ST-IT-001-01-04,VND-1748,frog,Leader,Industry 2024,1,Established,1969,HIGH,2025-01,Analyst,"Global design firm, 2000+ team, 55+ years",,,
SVM-00879,ST-IT-002-01-01,VND-0005,IBM,Leader,Everest 2024,1,Established,1911,HIGH,2025-01,Analyst,Data center operations,,,
SVM-00880,ST-IT-002-01-01,VND-0001,Accenture,Leader,Everest 2024,1,Established,1989,HIGH,2025-01,Analyst,Data center management,,,
SVM-00881,ST-IT-002-01-01,VND-0004,Capgemini,Major Contender,Everest 2024,2,Established,1967,HIGH,2025-01,Analyst,"Data center operations, modernization",,,
SVM-00882,ST-IT-002-01-01,VND-0050,Kyndryl,Major Contender,Everest 2024,2,Established,2021,HIGH,2025-01,Analyst,"Data center operations, management",,,
SVM-00883,ST-IT-002-01-01,VND-0694,Equinix,Leader,Industry 2024,1,Established,1998,HIGH,2025-01,Analyst,"Data center operations, colocation",,,
SVM-00966,ST-IT-003-01-01,VND-0001,Accenture,Leader,Gartner 2025,1,Established,1989,HIGH,2025-01,Analyst,"Digital workplace services, omnichannel support",,,
SVM-00967,ST-IT-003-01-01,VND-0009,Cognizant,Leader,Gartner 2025,1,Established,1994,HIGH,2025-01,Analyst,"Service desk transformation, AI automation",,,
SVM-00968,ST-IT-003-01-01,VND-0174,Unisys,Leader,Gartner 2025,1,Established,1986,HIGH,2025-01,Analyst,Outsourced digital workplace leader,,,
