Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence,Source,Usage_Count,Created_Date,Is_Active,Tower_Code
ALI-00041,analysis,ST-CL-005-01-01,Statistical Analysis Planning,LOW,SEED,0,2025-01-01,TRUE,
ALI-00042,analysis,ST-CL-005-01-02,Statistical Programming,LOW,SEED,0,2025-01-01,TRUE,
ALI-00043,analysis,ST-CL-006-01-03,Informed Consent Forms,LOW,SEED,0,2025-01-01,TRUE,
ALI-00044,analysis,ST-CL-006-01-04,Clinical Study Reports,LOW,SEED,0,2025-01-01,TRUE,
ALI-00045,analysis,ST-COP-001-06-02,SEO Audit,LOW,SEED,0,2025-01-01,TRUE,
ALI-00046,analysis,ST-ME-002-02-03,Re-Recording Mixing,LOW,SEED,0,2025-01-01,TRUE,
ALI-00047,analysis,ST-ME-005-02-01,Lip-Sync Dubbing,LOW,SEED,0,2025-01-01,TRUE,
ALI-00048,analysis,ST-ME-005-02-02,Voice-Over Recording,LOW,SEED,0,2025-01-01,TRUE,
ALI-00049,analysis,ST-ME-007-01-03,Metadata Management,LOW,SEED,0,2025-01-01,TRUE,
ALI-00050,anomalies,ST-FA-004-02-06,Audit Analytics,LOW,SEED,0,2025-01-01,TRUE,
ALI-00051,anti-piracy,ST-ME-004-02-01,Anti-Piracy Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00052,anti-piracy services,ST-ME-004-02-01,Anti-Piracy Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00053,ap,ST-FA-001-01-01,Invoice Processing,LOW,SEED,0,2025-01-01,TRUE,
ALI-00054,ap processing,ST-FA-001-01-01,Invoice Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00055,api development & integration,ST-IT-001-01-03,API Development & Integration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00056,appeal review,ST-COP-002-06-01,Appeal Review,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00057,appeals & escalation,ST-ME-008-04-01,Appeals & Escalation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00058,appeals & escalation services,ST-ME-008-04-01,Appeals & Escalation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00059,applicant screening,ST-HR-006-02-03,Applicant Screening,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00060,application performance monitoring,ST-IT-001-02-06,Application Performance Monitoring,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00061,application support,ST-IT-001-02-01,Application Support L1/L2/L3,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00062,application support l1/l2/l3,ST-IT-001-02-01,Application Support L1/L2/L3,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00063,appointment setting,ST-CO-002-02-02,Appointment Setting,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00064,apqp/ppap support,ST-MO-002-02-03,APQP/PPAP Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00065,ar,ST-FA-002-01-01,Customer Invoicing,LOW,SEED,0,2025-01-01,TRUE,
ALI-00066,ar reporting & analytics,ST-FA-002-01-05,AR Reporting & Analytics,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00067,archive storage,ST-ME-006-03-01,Archive Storage Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00068,archive storage services,ST-ME-006-03-01,Archive Storage Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00069,asset inventory,ST-EN-005-02-01,Asset Inventory,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00070,asset recovery,ST-SC-008-02-01,Asset Recovery,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00071,asset recovery,ST-SC-011-03-01,Asset Recovery Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00072,asset recovery services,ST-SC-011-03-01,Asset Recovery Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00073,at-risk customers,ST-CO-004-02-02,Churn Prevention,LOW,SEED,0,2025-01-01,TRUE,
ALI-00074,ats,ST-HR-009-04-01,ATS Administration,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00075,ats administration,ST-HR-009-04-01,ATS Administration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00076,attribution & effectiveness,ST-ME-007-03-01,Attribution & Effectiveness Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00077,attribution & effectiveness services,ST-ME-007-03-01,Attribution & Effectiveness Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00078,audience measurement and engagement tracking,ST-ME-007-02-01,Digital Analytics Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00079,audience research,ST-ME-007-04-01,Audience Research Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00080,audience research services,ST-ME-007-04-01,Audience Research Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00081,audio annotation,ST-AI-002-04-01,Audio Annotation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00082,audio annotation services,ST-AI-002-04-01,Audio Annotation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00083,audio production,ST-ME-001-03-01,Audio Production Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00084,audio production services,ST-ME-001-03-01,Audio Production Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00085,audio qc,ST-ME-006-01-03,Audio QC,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00086,audio transcription,ST-AI-001-04-01,Audio Transcription,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00087,audit analytics,ST-FA-004-02-06,Audit Analytics,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00088,automated technical qc,ST-ME-006-01-01,Automated Technical QC,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00089,automation engineering,ST-MO-008-03-01,Automation Engineering Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00090,automation engineering services,ST-MO-008-03-01,Automation Engineering Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00091,automation integration,ST-MO-005-04-01,Automation Integration Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00092,automation integration services,ST-MO-005-04-01,Automation Integration Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00093,autonomous systems,ST-AI-002-05-01,3D & LiDAR Annotation Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00094,autonomous vehicle data,ST-AI-006-01-01,Autonomous Vehicle Data,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00095,b2b lead generation,ST-CO-002-02-01,B2B Lead Generation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00096,b2b teams,ST-CO-002-02-02,Appointment Setting,LOW,SEED,0,2025-01-01,TRUE,
ALI-00097,b2c telesales,ST-CO-002-02-03,B2C Telesales,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00098,background verification,ST-HR-006-05-01,Background Verification,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00099,backup and recovery,ST-IT-002-03-02,Backup and Recovery Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00100,backup and recovery services,ST-IT-002-03-02,Backup and Recovery Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00101,bank fee analysis,ST-FA-005-01-05,Bank Fee Analysis,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00102,bank reconciliation,ST-FA-003-01-03,Bank Reconciliation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00103,bank relationship mgmt,ST-FA-008-03-01,Bank Relationship Mgmt Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00104,bank relationship mgmt services,ST-FA-008-03-01,Bank Relationship Mgmt Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00105,bas,ST-FR-003-02-01,BAS Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00106,bas management,ST-FR-003-02-01,BAS Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00107,battery storage o&m,ST-EN-004-03-01,Battery Storage O&M Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00108,battery storage o&m services,ST-EN-004-03-01,Battery Storage O&M Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00109,benefits administration,ST-HR-007-01-01,Open Enrollment Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00110,benefits billing reconciliation,ST-HR-007-02-03,Benefits Billing Reconciliation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00111,benefits call center,ST-HR-007-01-04,Benefits Call Center,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00112,benefits eligibility,ST-HR-007-01-02,Benefits Eligibility Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00113,benefits eligibility management,ST-HR-007-01-02,Benefits Eligibility Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00114,bias auditing,ST-AI-004-04-01,Bias Auditing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00115,bilingual support,ST-CO-001-01-05,Bilingual Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00116,blog writing,ST-COP-001-03-01,Blog Writing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00117,board advisory,ST-PS-010-04-01,Board Advisory Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00118,board advisory services,ST-PS-010-04-01,Board Advisory Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00119,box build assembly,ST-MO-001-02-04,Box Build Assembly,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00120,bpo,ST-CO-001-01-01,Tier 1 Voice Support,LOW,SEED,0,2025-01-01,TRUE,
ALI-00121,brand identity,ST-PS-006-01-02,Brand Identity,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00122,brand strategy,ST-PS-002-01-03,Brand Strategy,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00123,brand strategy & identity,ST-PS-012-01-01,Brand Strategy & Identity Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00124,brand strategy & identity services,ST-PS-012-01-01,Brand Strategy & Identity Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00125,brand tracking,ST-PS-007-01-02,Brand Tracking,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00126,breakdown maintenance,ST-MO-003-01-03,Breakdown Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00127,broadcast mastering,ST-ME-003-01-03,Broadcast Mastering,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00128,budget development,ST-FA-008-01-01,Budget Development,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00129,budgeting support,ST-FA-009-01-01,Budgeting Support Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00130,budgeting support services,ST-FA-009-01-01,Budgeting Support Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00131,build-to-order,ST-MO-001-01-02,Build-to-Order,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00132,building automation,ST-FR-010-03-01,Building Automation Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00133,building automation services,ST-FR-010-03-01,Building Automation Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00134,business case development,ST-FA-008-02-02,Business Case Development,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00135,business intelligence,ST-IT-006-02-01,Business Intelligence Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00136,business intelligence services,ST-IT-006-02-01,Business Intelligence Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00137,business process outsourcing,ST-CO-001-01-01,Tier 1 Voice Support,LOW,SEED,0,2025-01-01,TRUE,
ALI-00138,c-suite coaching,ST-PS-010-01-01,C-Suite Coaching Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00139,c-suite coaching services,ST-PS-010-01-01,C-Suite Coaching Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00140,cad/cam,ST-PS-005-01-04,CAD/CAM Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00141,cad/cam services,ST-PS-005-01-04,CAD/CAM Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00142,cafe,ST-FR-005-01-01,Cafe Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00143,cafe management,ST-FR-005-01-01,Cafe Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00144,calculation,ST-ME-004-03-01,Royalty Administration Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00145,call center,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00146,call center bpo,ST-CO-001-01-01,Tier 1 Voice Support,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00147,camera data wrangling,ST-ME-001-01-02,Camera Data Wrangling,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00148,campus recruiting,ST-HR-006-02-08,Campus Recruiting,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00149,candidate sourcing,ST-HR-006-02-02,Candidate Sourcing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00150,capacity planning,ST-CO-008-03-01,Capacity Planning Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00151,capacity planning,ST-IT-002-02-06,Capacity Planning,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00152,capacity planning,ST-MO-008-04-01,Capacity Planning Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00153,capacity planning services,ST-CO-008-03-01,Capacity Planning Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00154,capacity planning services,ST-MO-008-04-01,Capacity Planning Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00155,capital planning,ST-FR-002-02-02,Capital Planning,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00156,capital projects,ST-FR-003-03-01,Capital Projects Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00157,capital projects services,ST-FR-003-03-01,Capital Projects Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00158,caption creation,ST-COP-003-04-03,Caption Creation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00159,carbon & sustainability,ST-EN-008-04-01,Carbon & Sustainability Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00160,carbon & sustainability services,ST-EN-008-04-01,Carbon & Sustainability Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00161,carbon accounting & reporting,ST-PS-013-02-01,Carbon Accounting & Reporting Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00162,carbon accounting & reporting services,ST-PS-013-02-01,Carbon Accounting & Reporting Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00163,carrier,ST-SC-005-01-04,Carrier Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00164,carrier data integration,ST-HR-007-03-01,Carrier Data Integration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00165,carrier management,ST-SC-005-01-04,Carrier Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00166,cash application,ST-FA-002-01-02,Cash Application,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00167,cash application,ST-FA-002-04-01,Cash Application Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00168,cash application services,ST-FA-002-04-01,Cash Application Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00169,cash forecasting,ST-FA-005-01-02,Cash Forecasting,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00170,catalog,ST-FA-007-01-04,Catalog Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00171,catalog,ST-SC-006-04-01,Catalog Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00172,catalog management,ST-FA-007-01-04,Catalog Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00173,catalog management,ST-SC-006-04-01,Catalog Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00174,category,ST-SC-001-01-02,Category Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00175,category management,ST-SC-001-01-02,Category Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00176,catering,ST-FR-007-03-01,Catering Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00177,catering services,ST-FR-007-03-01,Catering Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00178,cdisc standards,ST-CL-004-02-01,CDISC Standards,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00179,cdisc standards conversion,ST-CL-006-04-01,CDISC Standards Conversion Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00180,cdisc standards conversion services,ST-CL-006-04-01,CDISC Standards Conversion Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00181,central monitoring,ST-CL-003-01-01,Central Monitoring,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00182,certification,ST-MO-002-04-01,Certification Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00183,certification services,ST-MO-002-04-01,Certification Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00184,change,ST-PS-002-04-01,Change Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00185,change,ST-PS-004-01-03,Change Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00186,change management,ST-PS-002-04-01,Change Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00187,change management,ST-PS-004-01-03,Change Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00188,character animation,ST-ME-008-01-02,Character Animation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00189,chart of accounts maintenance,ST-FA-003-01-06,Chart of Accounts Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00190,chat/chatbot support,ST-IT-003-01-08,Chat/Chatbot Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00191,chatbot,ST-CO-007-01-04,Chatbot Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00192,chatbot management,ST-CO-007-01-04,Chatbot Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00193,churn prevention,ST-CO-004-02-02,Churn Prevention,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00194,claims,ST-CO-005-03-01,Claims Processing,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00195,claims processing,ST-CO-005-03-01,Claims Processing,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00196,claims processing,ST-CO-006-04-01,Claims Processing Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00197,claims processing services,ST-CO-006-04-01,Claims Processing Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00198,classification,ST-SC-008-03-01,Classification Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00199,classification services,ST-SC-008-03-01,Classification Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00200,clean room assembly,ST-MO-006-02-01,Clean Room Assembly,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00201,climate risk assessment,ST-PS-013-03-01,Climate Risk Assessment Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00202,climate risk assessment services,ST-PS-013-03-01,Climate Risk Assessment Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00203,climate-controlled storage,ST-SC-004-01-06,Climate-Controlled Storage,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00204,clinical data,ST-CL-006-02-01,Clinical Data Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00205,clinical data management,ST-CL-006-02-01,Clinical Data Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00206,clinical narratives,ST-CL-006-01-05,Clinical Narratives,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00207,clinical project,ST-CL-001-01-01,Clinical Project Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00208,clinical project management,ST-CL-001-01-01,Clinical Project Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00209,clinical study reports,ST-CL-006-01-04,Clinical Study Reports,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00210,clinical supplies,ST-CL-001-01-05,Clinical Supplies Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00211,clinical supplies management,ST-CL-001-01-05,Clinical Supplies Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00212,clm support,ST-PS-001-02-03,CLM Support,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00213,cloud architecture design,ST-IT-004-04-02,Cloud Architecture Design,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00214,cloud backup & recovery,ST-IT-004-01-03,Cloud Backup & Recovery,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00215,cloud cost optimization,ST-IT-004-01-02,Cloud Cost Optimization,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00216,cloud infrastructure,ST-IT-004-01-01,Cloud Infrastructure Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00217,cloud infrastructure management,ST-IT-004-01-01,Cloud Infrastructure Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00218,cloud migration,ST-IT-004-04-01,Cloud Migration Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00219,cloud migration services,ST-IT-004-04-01,Cloud Migration Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00220,cloud security posture,ST-IT-004-05-01,Cloud Security Posture Management,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00221,cloud security posture management,ST-IT-004-05-01,Cloud Security Posture Management,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00222,cmc regulatory,ST-CL-002-04-01,CMC Regulatory Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00223,cmc regulatory services,ST-CL-002-04-01,CMC Regulatory Services,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00224,cmm inspection,ST-MO-007-01-04,CMM Inspection,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00225,cnc/robotics maintenance,ST-MO-003-01-04,CNC/Robotics Maintenance,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00226,co-monitoring,ST-CL-003-01-05,Co-Monitoring,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00227,co-packing and retail display building,ST-SC-009-03-01,Contract Packaging Services,LOW,SEED,0,2025-01-01,TRUE,
ALI-00228,cobra,ST-HR-007-02-01,COBRA Administration,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00229,cobra administration,ST-HR-007-02-01,COBRA Administration,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00230,code generation evaluation,ST-AI-002-01-04,Code Generation Evaluation,HIGH,SEED,0,2025-01-01,TRUE,
ALI-00231,coffee,ST-FR-005-01-05,Coffee Services,MEDIUM,SEED,0,2025-01-01,TRUE,
ALI-00232,coffee & beverage,ST-FR-007-04-01,Coffee & Beverage Services,MEDIUM,SEED,0,2025-01-01,TRUE,
